timestamp,input1,input2,input3,input4,input5,input6,input7,input8,input9,input10,input11,input12,input13,input14,input15,input16,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,sa,sb,sc,sd,tx-voltage,timer1,timer2
1064,79,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1024,-1024,-1024,-1024,8.4,64,0
1068,80,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1024,-1024,-1024,-1024,8.4,68,0
1072,81,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1024,-1024,-1024,-1024,8.4,72,0
1076,81,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1024,-1024,-1024,-1024,8.4,76,0
1080,82,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1024,-1024,-1024,-1024,8.4,80,0
1084,82,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1024,-1024,-1024,-1024,8.4,84,0
1088,83,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1024,-1024,-1024,-1024,8.4,88,0
1092,82,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1024,-1024,-1024,-1024,8.4,92,0
1096,82,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1024,-1024,-1024,-1024,8.4,96,0
1100,82,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1024,-1024,-1024,-1024,8.4,100,0
1104,83,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1024,-1024,-1024,-1024,8.4,104,0
